molecule_chembl_id,target_chembl_id,target_pref_name,standard_type,standard_relation,standard_value,standard_units,assay_chembl_id,assay_type,assay_description,document_chembl_id,readout,smiles,pActivity
CHEMBL208934,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,5.012,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)c(F)c2)n1-c1cccc(C(=O)O)c1,8.299988937677888
CHEMBL208791,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2)n1-c1cccc(C(=O)O)c1,8.199970640755865
CHEMBL212672,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3.162,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccccc2F)n1-c1cccc(C(=O)O)c1,8.500038134403809
CHEMBL377910,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,15.85,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(OC(F)(F)F)cc2)n1-c1cccc(C(=O)O)c1,7.79997073344623
CHEMBL210994,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,79.43,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2cccc(OC(F)F)c2)n1-c1cccc(C(=O)O)c1,7.100015437450609
CHEMBL377034,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,50.12,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,COc1ccc(COc2ccc(Br)cc2-c2ccc(C)n2-c2cccc(C(=O)O)c2)cc1,7.299988937677888
CHEMBL377134,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,50.12,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,COc1cccc(COc2ccc(Br)cc2-c2ccc(C)n2-c2cccc(C(=O)O)c2)c1,7.299988937677888
CHEMBL379514,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(C(F)(F)F)cc2)n1-c1cccc(C(=O)O)c1,7.400007822415902
CHEMBL376996,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,251.19,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2cccc(C(F)(F)F)c2)n1-c1cccc(C(=O)O)c1,6.599997654072045
CHEMBL209685,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,2.512,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(COc2ccc(Br)cc2-c2ccc(C)n2-c2cccc(C(=O)O)c2)cc1,8.599980364934842
CHEMBL208797,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,19.95,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccccc1COc1ccc(Br)cc1-c1ccc(C)n1-c1cccc(C(=O)O)c1,7.700057099977233
CHEMBL209746,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1cc(COc2ccc(Br)cc2-c2ccc(C)n2-c2cccc(C(=O)O)c2)no1,7.599980364934842
CHEMBL212679,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,199.53,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1noc(C)c1COc1ccc(Br)cc1-c1ccc(C)n1-c1cccc(C(=O)O)c1,6.699991797446187
CHEMBL378120,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,5.012,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Br)ccc2OCC(C)C)n1-c1cccc(C(=O)O)c1,8.299988937677888
CHEMBL209800,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,5.012,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Cl)ccc2OCC(C)C)n1-c1cccc(C(=O)O)c1,8.299988937677888
CHEMBL378090,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Cl)ccc2OCC2CCCO2)n1-c1cccc(C(=O)O)c1,7.400007822415902
CHEMBL208684,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,15.85,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Br)ccc2OCC2CCCC2)n1-c1cccc(C(=O)O)c1,7.79997073344623
CHEMBL380197,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Cl)ccc2OCC2CCCC2)n1-c1cccc(C(=O)O)c1,7.599980364934842
CHEMBL212680,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Cl)ccc2OCC2CCOCC2)n1-c1cccc(C(=O)O)c1,7.400007822415902
CHEMBL378226,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,31.62,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(C(F)(F)F)ccc2OCC2CCCCC2)n1-c1cccc(C(=O)O)c1,7.50003813440381
CHEMBL210987,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Br)ccc2OCC2CCCCC2)n1-c1cccc(C(=O)O)c1,7.400007822415902
CHEMBL377831,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,125.89,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Cl)ccc2OCC2CCCCC2)n1-c1cccc(C(=O)O)c1,6.900008766455316
CHEMBL377135,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,794.33,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1c(Br)cc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,6.0999990348465305
CHEMBL211088,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3.981,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccc(F)cc2F)n1-c1cccc(C(=O)O)c1,8.400007822415901
CHEMBL208912,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccc(F)cc2)n1-c1cccc(C(=O)O)c1,8.199970640755865
CHEMBL379155,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,79.43,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,CCc1ccc(-c2cc(Br)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,7.100015437450609
CHEMBL379143,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,100.0,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,CCc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,7.0
CHEMBL377338,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,O=C(O)c1cccc(-n2c(Cl)ccc2-c2cc(Cl)ccc2OCc2ccccc2)c1,7.599980364934842
CHEMBL208660,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,100.0,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,O=C(O)c1cccc(-n2c(-c3cc(Cl)ccc3OCc3ccc(F)cc3F)ccc2C(F)(F)F)c1,7.0
CHEMBL209326,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,199.53,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,O=C(O)c1cccc(-n2c(-c3cc(Cl)ccc3OCc3ccc(F)cc3)ccc2C(F)(F)F)c1,6.699991797446187
CHEMBL383090,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,10.0,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,O=C(O)c1cccc(-n2cccc2-c2cc(Cl)ccc2OCc2ccccc2)c1,8.0
CHEMBL379163,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,630.96,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(-c3ccsc3)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,6.199998172182031
CHEMBL377245,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,398.11,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(-c3ccccc3)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,6.399996913372259
CHEMBL211776,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,19.95,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2ccccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,7.700057099977233
CHEMBL212742,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(S(C)(=O)=O)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,7.599980364934842
CHEMBL212688,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,5.012,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(C(F)(F)F)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,8.299988937677888
